,labels,images,D10,D40,D00,D20,D44,D50,split
47,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001661.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001661.jpg,0,1,0,0,0,0,train
48,./RDD2022_all_countries/India/train/annotations/xmls/India_000524.xml,./RDD2022_all_countries/India/train/images/India_000524.jpg,0,0,2,1,0,0,train
49,./RDD2022_all_countries/India/train/annotations/xmls/India_001015.xml,./RDD2022_all_countries/India/train/images/India_001015.jpg,0,0,0,1,0,0,train
50,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004804.xml,./RDD2022_all_countries/Japan/train/images/Japan_004804.jpg,0,0,0,2,0,0,train
51,./RDD2022_all_countries/India/train/annotations/xmls/India_008027.xml,./RDD2022_all_countries/India/train/images/India_008027.jpg,0,1,1,0,0,0,train
52,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003332.xml,./RDD2022_all_countries/United_States/train/images/United_States_003332.jpg,0,1,0,0,0,0,train
53,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002883.xml,./RDD2022_all_countries/United_States/train/images/United_States_002883.jpg,0,0,1,0,0,0,train
54,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_007553.xml,./RDD2022_all_countries/Japan/train/images/Japan_007553.jpg,0,0,0,0,1,1,train
55,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002387.xml,./RDD2022_all_countries/United_States/train/images/United_States_002387.jpg,0,0,1,0,0,0,train
56,./RDD2022_all_countries/India/train/annotations/xmls/India_000071.xml,./RDD2022_all_countries/India/train/images/India_000071.jpg,0,2,0,0,0,0,train
57,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012188.xml,./RDD2022_all_countries/Japan/train/images/Japan_012188.jpg,0,0,1,0,0,0,train
58,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000205.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000205.jpg,0,1,2,1,0,0,train
59,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010022.xml,./RDD2022_all_countries/Japan/train/images/Japan_010022.jpg,0,0,2,0,2,0,train
60,./RDD2022_all_countries/India/train/annotations/xmls/India_005256.xml,./RDD2022_all_countries/India/train/images/India_005256.jpg,0,0,0,1,2,0,train
61,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003125.xml,./RDD2022_all_countries/United_States/train/images/United_States_003125.jpg,0,0,0,1,0,0,train
62,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006512.xml,./RDD2022_all_countries/Japan/train/images/Japan_006512.jpg,0,0,1,0,2,1,train
63,./RDD2022_all_countries/India/train/annotations/xmls/India_001126.xml,./RDD2022_all_countries/India/train/images/India_001126.jpg,0,3,0,1,0,0,train
64,./RDD2022_all_countries/India/train/annotations/xmls/India_008657.xml,./RDD2022_all_countries/India/train/images/India_008657.jpg,0,0,0,2,2,0,train
65,./RDD2022_all_countries/India/train/annotations/xmls/India_000232.xml,./RDD2022_all_countries/India/train/images/India_000232.jpg,0,0,1,0,0,0,train
66,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002534.xml,./RDD2022_all_countries/Japan/train/images/Japan_002534.jpg,0,0,0,0,0,1,train
67,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006864.xml,./RDD2022_all_countries/Japan/train/images/Japan_006864.jpg,1,0,0,0,0,0,train
68,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012909.xml,./RDD2022_all_countries/Japan/train/images/Japan_012909.jpg,0,0,0,0,1,0,train
69,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004490.xml,./RDD2022_all_countries/Japan/train/images/Japan_004490.jpg,2,0,0,0,2,0,train
70,./RDD2022_all_countries/India/train/annotations/xmls/India_001236.xml,./RDD2022_all_countries/India/train/images/India_001236.jpg,0,3,1,1,0,0,train
71,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000176.xml,./RDD2022_all_countries/Japan/train/images/Japan_000176.jpg,0,0,0,2,0,1,train
72,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011923.xml,./RDD2022_all_countries/Japan/train/images/Japan_011923.jpg,0,0,0,1,0,1,train
73,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002288.xml,./RDD2022_all_countries/Japan/train/images/Japan_002288.jpg,0,0,0,1,1,0,train
74,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000517.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000517.jpg,1,0,0,0,0,0,train
75,./RDD2022_all_countries/India/train/annotations/xmls/India_006691.xml,./RDD2022_all_countries/India/train/images/India_006691.jpg,0,4,0,0,0,0,train
76,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001956.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001956.jpg,0,0,1,0,0,0,train
77,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001242.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001242.jpg,1,0,0,0,0,0,train
78,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001742.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001742.jpg,1,0,0,0,0,0,train
79,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000498.xml,./RDD2022_all_countries/Japan/train/images/Japan_000498.jpg,0,0,0,1,0,1,train
80,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002960.xml,./RDD2022_all_countries/United_States/train/images/United_States_002960.jpg,0,0,0,1,0,0,train
81,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009619.xml,./RDD2022_all_countries/Japan/train/images/Japan_009619.jpg,0,0,1,0,1,0,train
82,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010274.xml,./RDD2022_all_countries/Japan/train/images/Japan_010274.jpg,0,0,0,2,0,0,train
83,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000688.xml,./RDD2022_all_countries/United_States/train/images/United_States_000688.jpg,2,0,1,0,0,0,train
84,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_000131.xml,./RDD2022_all_countries/Czech/train/images/Czech_000131.jpg,0,0,1,0,0,0,train
85,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001273.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001273.jpg,1,0,0,0,0,0,train
86,./RDD2022_all_countries/India/train/annotations/xmls/India_008819.xml,./RDD2022_all_countries/India/train/images/India_008819.jpg,0,1,0,1,0,0,train
87,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004008.xml,./RDD2022_all_countries/Japan/train/images/Japan_004008.jpg,0,0,1,0,0,0,train
88,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010303.xml,./RDD2022_all_countries/Japan/train/images/Japan_010303.jpg,0,0,0,0,2,0,train
89,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002481.xml,./RDD2022_all_countries/United_States/train/images/United_States_002481.jpg,1,0,1,0,0,0,train
90,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003204.xml,./RDD2022_all_countries/Japan/train/images/Japan_003204.jpg,0,0,0,1,0,0,train
91,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000963.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000963.jpg,2,0,1,0,0,0,train
92,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001822.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001822.jpg,1,0,0,0,0,0,train
93,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000067.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000067.jpg,1,0,2,0,0,0,train
94,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003320.xml,./RDD2022_all_countries/United_States/train/images/United_States_003320.jpg,4,0,2,0,0,0,train
95,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003370.xml,./RDD2022_all_countries/United_States/train/images/United_States_003370.jpg,1,0,3,0,0,0,train
96,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_001364.xml,./RDD2022_all_countries/Japan/train/images/Japan_001364.jpg,0,0,0,1,0,0,train
97,./RDD2022_all_countries/India/train/annotations/xmls/India_003036.xml,./RDD2022_all_countries/India/train/images/India_003036.jpg,0,0,1,0,0,0,train
98,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010001.xml,./RDD2022_all_countries/Japan/train/images/Japan_010001.jpg,2,1,0,0,0,0,train
99,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_001611.xml,./RDD2022_all_countries/Czech/train/images/Czech_001611.jpg,1,0,0,0,0,0,train
100,./RDD2022_all_countries/India/train/annotations/xmls/India_006160.xml,./RDD2022_all_countries/India/train/images/India_006160.jpg,0,1,0,1,0,0,train
101,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003796.xml,./RDD2022_all_countries/Japan/train/images/Japan_003796.jpg,0,1,0,0,0,0,train
102,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_010815.xml,./RDD2022_all_countries/Japan/train/images/Japan_010815.jpg,0,1,0,1,0,1,train
103,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000931.xml,./RDD2022_all_countries/Japan/train/images/Japan_000931.jpg,0,0,2,0,1,0,train
104,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000816.xml,./RDD2022_all_countries/United_States/train/images/United_States_000816.jpg,3,0,0,0,0,0,train
105,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005579.xml,./RDD2022_all_countries/Japan/train/images/Japan_005579.jpg,0,0,0,1,0,0,train
106,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001222.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001222.jpg,1,0,2,0,0,0,train
107,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001510.xml,./RDD2022_all_countries/United_States/train/images/United_States_001510.jpg,1,0,3,0,0,0,train
108,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000691.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000691.jpg,0,0,1,2,0,0,train
109,./RDD2022_all_countries/India/train/annotations/xmls/India_004758.xml,./RDD2022_all_countries/India/train/images/India_004758.jpg,0,0,1,0,0,0,train
110,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003654.xml,./RDD2022_all_countries/Japan/train/images/Japan_003654.jpg,0,0,0,2,2,0,train
111,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_002064.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_002064.jpg,1,0,0,0,0,0,train
112,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009668.xml,./RDD2022_all_countries/Japan/train/images/Japan_009668.jpg,2,2,1,0,0,2,train
113,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009395.xml,./RDD2022_all_countries/Japan/train/images/Japan_009395.jpg,0,0,2,2,0,0,train
114,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005567.xml,./RDD2022_all_countries/Japan/train/images/Japan_005567.jpg,0,0,0,0,1,0,train
115,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002385.xml,./RDD2022_all_countries/United_States/train/images/United_States_002385.jpg,2,0,2,0,0,0,train
116,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003774.xml,./RDD2022_all_countries/United_States/train/images/United_States_003774.jpg,0,0,1,1,0,0,train
117,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000360.xml,./RDD2022_all_countries/Japan/train/images/Japan_000360.jpg,0,0,0,0,1,0,train
118,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_001668.xml,./RDD2022_all_countries/Japan/train/images/Japan_001668.jpg,0,1,0,0,0,1,train
119,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012421.xml,./RDD2022_all_countries/Japan/train/images/Japan_012421.jpg,1,0,0,0,0,4,train
120,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_005388.xml,./RDD2022_all_countries/Japan/train/images/Japan_005388.jpg,0,0,0,0,1,0,train
121,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000650.xml,./RDD2022_all_countries/United_States/train/images/United_States_000650.jpg,1,0,0,0,0,0,train
122,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001026.xml,./RDD2022_all_countries/United_States/train/images/United_States_001026.jpg,1,0,3,1,0,0,train
123,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012020.xml,./RDD2022_all_countries/Japan/train/images/Japan_012020.jpg,0,0,0,1,0,0,train
124,./RDD2022_all_countries/India/train/annotations/xmls/India_002563.xml,./RDD2022_all_countries/India/train/images/India_002563.jpg,0,2,0,0,0,0,train
125,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002740.xml,./RDD2022_all_countries/United_States/train/images/United_States_002740.jpg,0,0,1,0,0,0,train
126,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000189.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000189.jpg,1,0,2,0,0,0,train
127,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001291.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001291.jpg,0,0,1,0,0,0,train
128,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012180.xml,./RDD2022_all_countries/Japan/train/images/Japan_012180.jpg,0,2,0,0,0,0,train
129,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012010.xml,./RDD2022_all_countries/Japan/train/images/Japan_012010.jpg,0,0,0,1,0,0,train
130,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001269.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001269.jpg,1,0,0,0,0,0,train
131,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_012245.xml,./RDD2022_all_countries/Japan/train/images/Japan_012245.jpg,0,0,1,0,0,0,train
132,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000444.xml,./RDD2022_all_countries/United_States/train/images/United_States_000444.jpg,0,0,2,1,0,0,train
133,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_001760.xml,./RDD2022_all_countries/United_States/train/images/United_States_001760.jpg,0,0,1,0,0,0,train
134,./RDD2022_all_countries/India/train/annotations/xmls/India_007460.xml,./RDD2022_all_countries/India/train/images/India_007460.jpg,0,0,1,1,0,0,train
135,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006043.xml,./RDD2022_all_countries/Japan/train/images/Japan_006043.jpg,0,0,0,0,1,0,train
136,./RDD2022_all_countries/India/train/annotations/xmls/India_004298.xml,./RDD2022_all_countries/India/train/images/India_004298.jpg,0,1,0,0,0,0,train
137,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004321.xml,./RDD2022_all_countries/United_States/train/images/United_States_004321.jpg,1,0,2,0,0,0,train
138,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000574.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000574.jpg,0,0,1,0,0,0,train
139,./RDD2022_all_countries/India/train/annotations/xmls/India_004537.xml,./RDD2022_all_countries/India/train/images/India_004537.jpg,0,0,3,2,0,0,train
140,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_000165.xml,./RDD2022_all_countries/United_States/train/images/United_States_000165.jpg,1,0,0,0,0,0,train
141,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002429.xml,./RDD2022_all_countries/United_States/train/images/United_States_002429.jpg,1,0,1,0,0,0,train
142,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_003949.xml,./RDD2022_all_countries/Japan/train/images/Japan_003949.jpg,2,0,2,0,0,1,train
143,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_002328.xml,./RDD2022_all_countries/United_States/train/images/United_States_002328.jpg,0,0,1,0,0,0,train
144,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001571.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001571.jpg,0,0,1,0,0,0,train
145,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002631.xml,./RDD2022_all_countries/Japan/train/images/Japan_002631.jpg,0,0,0,0,0,2,train
146,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004071.xml,./RDD2022_all_countries/United_States/train/images/United_States_004071.jpg,0,0,1,0,0,0,train
147,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_004727.xml,./RDD2022_all_countries/Japan/train/images/Japan_004727.jpg,0,0,1,0,0,0,train
148,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_007626.xml,./RDD2022_all_countries/Japan/train/images/Japan_007626.jpg,0,0,1,1,1,0,train
149,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_006516.xml,./RDD2022_all_countries/Japan/train/images/Japan_006516.jpg,2,0,0,1,0,0,train
150,./RDD2022_all_countries/India/train/annotations/xmls/India_003558.xml,./RDD2022_all_countries/India/train/images/India_003558.jpg,0,0,1,0,0,0,train
151,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000992.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000992.jpg,1,0,1,0,0,0,train
152,./RDD2022_all_countries/India/train/annotations/xmls/India_001648.xml,./RDD2022_all_countries/India/train/images/India_001648.jpg,0,2,0,1,0,0,train
153,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_000582.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_000582.jpg,0,0,1,0,0,0,train
154,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_004545.xml,./RDD2022_all_countries/United_States/train/images/United_States_004545.jpg,1,0,3,0,0,0,train
155,./RDD2022_all_countries/China_Drone/train/annotations/xmls/China_Drone_001625.xml,./RDD2022_all_countries/China_Drone/train/images/China_Drone_001625.jpg,2,0,0,0,0,0,train
156,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_001368.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_001368.jpg,0,0,1,0,0,0,train
157,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_008272.xml,./RDD2022_all_countries/Japan/train/images/Japan_008272.jpg,0,0,0,1,1,0,train
158,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_000120.xml,./RDD2022_all_countries/Japan/train/images/Japan_000120.jpg,0,0,0,0,1,0,train
159,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_009088.xml,./RDD2022_all_countries/Japan/train/images/Japan_009088.jpg,0,0,0,1,0,0,train
160,./RDD2022_all_countries/India/train/annotations/xmls/India_000114.xml,./RDD2022_all_countries/India/train/images/India_000114.jpg,0,0,0,1,0,0,train
161,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003261.xml,./RDD2022_all_countries/United_States/train/images/United_States_003261.jpg,0,0,1,0,0,0,train
162,./RDD2022_all_countries/United_States/train/annotations/xmls/United_States_003722.xml,./RDD2022_all_countries/United_States/train/images/United_States_003722.jpg,1,0,1,0,0,0,train
163,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_011983.xml,./RDD2022_all_countries/Japan/train/images/Japan_011983.jpg,1,0,0,0,0,0,train
164,./RDD2022_all_countries/Japan/train/annotations/xmls/Japan_002731.xml,./RDD2022_all_countries/Japan/train/images/Japan_002731.jpg,2,0,0,0,1,0,train
165,./RDD2022_all_countries/Czech/train/annotations/xmls/Czech_003490.xml,./RDD2022_all_countries/Czech/train/images/Czech_003490.jpg,0,0,1,0,0,0,train
166,./RDD2022_all_countries/China_MotorBike/train/annotations/xmls/China_MotorBike_000724.xml,./RDD2022_all_countries/China_MotorBike/train/images/China_MotorBike_000724.jpg,2,0,1,0,0,0,train
